name,essround,edition,idno,cntry,nwspol,netusoft,netustm,ppltrst,pplfair,pplhlp,polintr,psppsgva,actrolga,psppipla,cptppola,trstprl,trstlgl,trstplc,trstplt,trstprt,trstep,trstun,vote,lrscale,stflife,stfeco,stfgov,stfdem,stfedu,stfhlth,euftf,imsmetn,imdfetn,impcntr,imbgeco,imueclt,imwbcnt,happy,sclmeet,inprdsc,sclact,crmvct,aesfdrk,health,hlthhmp,rlgblg,rlgdgr,rlgatnd,dscrgrp,ctzcntr,brncntr,hhmmb,gndr,agea,yrbrn,maritalb,domicil,eduyrs,pdwrk,uempla,uempli,emplrel,wkhtot,hinctnta,hincfel,dweight,pweight
ESS9e01_1,9,1.1,16719,GB,0,1,NA,7,2,4,4,1,1,1,1,3,1,4,2,2,1,4,2,5,5,6,3,3,5,7,5,2,2,NA,2,3,4,7,2,2,2,2,2,2,3,1,5,7,2,1,1,2,2,77,1941,1,3,11,0,0,0,1,40,2,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16733,GB,60,4,120,7,7,7,4,3,2,2,2,8,8,9,5,5,5,5,1,4,8,8,6,5,9,9,7,2,2,2,8,8,8,8,6,2,3,2,2,2,3,2,9,2,2,2,2,1,1,55,1963,1,1,14,1,0,0,2,40,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,16740,GB,60,5,300,7,7,8,1,2,5,3,5,2,8,10,5,5,10,9,1,4,10,3,0,6,6,5,6,1,2,2,7,8,6,10,7,3,4,2,1,1,3,1,8,3,1,1,1,3,1,28,1990,1,5,18,1,0,0,1,26,8,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16742,GB,0,5,180,5,7,2,4,2,2,2,1,5,7,8,5,5,5,5,2,5,8,5,6,7,7,8,8,2,2,2,8,7,7,8,7,3,3,2,2,1,3,2,0,7,2,1,1,1,1,26,1992,6,3,14,1,0,0,1,30,4,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16787,GB,120,5,120,8,8,10,1,4,5,4,5,6,8,10,6,5,6,9,1,5,8,5,5,10,4,9,5,1,1,1,9,10,10,10,6,6,3,2,2,1,3,1,7,3,2,1,2,4,2,58,1960,1,2,17,0,0,0,1,50,6,1,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,16800,GB,180,5,960,7,7,7,2,2,1,1,2,0,2,5,0,0,0,3,1,5,5,0,0,0,0,4,0,1,1,2,5,7,7,5,6,4,4,2,2,3,3,2,0,7,2,1,1,3,1,28,1991,1,3,11,1,0,0,2,50,2,3,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16801,GB,20,5,15,5,4,5,2,2,1,2,2,8,9,9,7,7,5,6,1,7,8,7,8,8,6,7,7,2,2,3,8,7,7,8,6,1,3,2,1,1,3,2,0,7,2,1,1,3,1,47,1971,1,4,10,1,0,0,2,60,8,1,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,16815,GB,60,5,180,10,9,7,1,3,4,3,4,7,9,9,5,5,7,8,1,5,9,6,7,8,5,4,7,1,1,1,8,8,9,9,7,4,3,2,2,3,2,1,7,4,2,1,1,4,2,37,1981,1,4,19,1,0,0,3,20,9,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16829,GB,30,2,NA,1,2,0,2,2,2,2,2,1,2,2,0,0,0,NA,1,5,4,4,1,2,NA,5,1,2,2,2,5,6,5,3,1,0,1,2,2,3,3,2,0,7,2,1,1,1,1,63,1955,4,3,11,0,0,0,2,42,NA,3,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,16868,GB,30,1,NA,5,6,8,4,2,1,NA,1,5,3,8,4,4,NA,NA,1,2,7,6,7,7,7,8,NA,2,2,2,6,7,6,8,6,5,2,2,1,4,1,2,0,7,2,1,1,2,2,73,1945,1,3,10,0,0,0,1,45,2,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16876,GB,120,4,120,5,6,6,2,2,3,3,2,4,4,3,3,4,0,4,1,8,8,6,5,5,4,4,0,3,3,3,4,4,5,8,5,4,3,2,2,1,3,2,2,7,1,1,1,3,1,61,1957,1,3,17,0,0,0,1,50,8,1,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,16880,GB,50,5,210,0,1,5,2,2,2,2,3,5,7,7,2,2,2,6,1,6,6,5,5,7,5,8,0,1,2,3,7,3,4,7,6,4,3,2,2,3,3,1,6,5,2,1,1,1,1,71,1947,5,3,18,0,0,0,1,50,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,16905,GB,120,5,300,7,6,8,3,3,2,3,4,10,10,10,9,9,7,7,1,6,10,4,10,10,10,6,10,1,2,4,10,8,8,9,6,6,2,2,2,2,3,1,9,3,2,2,2,3,2,40,1978,1,2,10,1,0,0,2,10,1,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16908,GB,90,5,60,5,8,8,1,1,1,1,1,2,8,9,0,3,0,9,1,7,5,5,3,10,5,10,1,2,3,4,1,5,1,3,6,2,3,2,1,2,2,1,0,7,2,1,1,1,1,90,1928,5,3,11,0,0,0,1,45,5,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,16953,GB,0,1,NA,7,7,2,1,3,3,1,1,5,3,3,3,3,NA,NA,2,5,5,5,5,5,9,7,5,1,1,1,8,9,5,9,4,3,3,1,2,1,3,2,2,7,2,1,1,2,1,20,1998,6,2,12,0,1,0,1,10,NA,3,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16961,GB,0,5,125,7,7,10,3,3,4,3,1,7,7,7,5,5,5,8,1,7,7,7,7,9,6,6,1,2,3,4,3,7,5,8,3,1,3,1,2,1,3,2,0,7,2,1,1,4,1,40,1978,1,2,15,1,0,0,1,40,7,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,16974,GB,5,5,900,5,6,5,3,2,1,2,1,0,5,0,0,0,0,0,2,6,8,0,0,0,0,3,0,2,2,3,4,0,7,10,7,0,2,2,3,1,3,2,0,7,2,1,1,1,1,61,1957,4,2,11,0,1,0,1,40,1,4,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17002,GB,60,5,120,6,6,7,2,2,2,2,2,6,4,8,4,4,4,7,1,4,8,5,4,3,7,8,7,2,2,2,7,9,8,8,7,2,2,2,1,2,3,2,3,5,2,1,1,2,1,44,1974,6,3,15,1,0,0,1,45,10,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17012,GB,60,5,150,8,8,7,2,3,3,2,2,6,7,8,4,5,6,8,1,3,7,6,4,4,4,5,6,2,2,2,7,6,7,8,6,4,3,2,2,1,3,1,4,5,2,1,1,4,2,36,1982,1,3,20,1,0,0,1,28,8,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17055,GB,45,5,60,7,6,8,3,2,2,1,3,5,9,9,4,3,5,7,1,3,7,4,4,3,8,8,6,1,1,1,7,6,7,8,2,4,2,2,1,3,3,2,4,7,2,1,1,4,1,46,1973,1,2,13,1,0,0,1,48,8,2,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,17091,GB,420,5,480,5,9,1,3,2,2,4,2,1,4,9,2,3,5,8,1,5,10,3,4,5,9,3,2,2,2,2,7,2,5,9,2,4,2,2,2,1,3,2,1,5,2,1,1,3,1,45,1973,1,3,13,1,0,0,1,35,10,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17199,GB,60,1,NA,5,5,5,3,1,1,1,1,4,4,7,0,0,0,0,1,6,8,5,6,4,7,7,4,3,3,3,3,4,3,8,3,4,2,2,1,2,3,1,5,7,2,1,1,2,1,75,1943,1,4,9,1,0,0,1,20,8,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17216,GB,720,5,65,7,4,6,2,3,4,3,3,5,7,5,4,4,4,4,1,6,8,7,5,6,6,7,0,2,2,3,6,5,5,8,4,4,4,1,3,3,3,1,5,6,1,1,2,3,1,62,1956,1,2,18,0,0,0,1,50,9,2,1.5281594604312894,2.468331534
ESS9e01_1,9,1.1,17221,GB,30,5,30,5,5,7,3,2,1,2,2,7,8,9,6,4,2,6,1,8,8,6,7,7,7,8,4,2,3,2,7,8,7,8,4,4,3,2,2,2,3,1,7,4,2,1,1,2,1,83,1935,1,4,10,0,0,0,1,45,7,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17233,GB,30,5,90,8,9,7,2,2,3,3,2,7,7,8,5,5,5,7,1,NA,8,5,7,7,8,7,1,2,2,2,5,6,5,8,5,2,3,2,1,2,3,1,6,7,2,1,1,1,1,66,1952,3,4,16,1,0,0,2,54,7,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17258,GB,90,5,120,4,6,7,2,2,3,2,3,6,8,8,5,5,5,7,1,7,7,3,3,5,7,5,3,2,2,2,8,6,5,8,4,4,2,2,2,2,3,1,4,7,1,1,2,3,2,54,1964,1,4,21,1,0,0,1,55,9,1,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,17260,GB,180,5,60,7,4,3,1,3,4,3,5,5,9,6,7,6,3,5,1,6,10,5,5,7,4,4,0,2,2,2,6,5,5,10,5,3,3,2,2,2,3,1,7,3,2,1,1,2,2,68,1950,1,2,13,0,0,0,1,37,4,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17274,GB,90,5,90,7,6,6,2,3,3,3,2,6,6,7,6,7,5,6,1,3,8,4,3,3,7,7,4,1,1,1,6,7,7,8,5,4,3,2,2,3,2,2,8,5,1,1,1,1,2,66,1952,6,3,19,0,0,0,1,30,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17277,GB,30,4,60,2,5,5,2,2,3,2,2,1,2,2,1,4,0,7,1,5,10,3,5,5,7,4,0,3,3,3,1,5,2,10,6,4,3,2,1,2,3,2,5,7,2,1,1,2,1,59,1959,1,4,8,1,0,0,2,35,10,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17305,GB,60,4,120,5,9,8,3,1,1,1,2,4,5,10,1,0,0,5,1,NA,5,4,0,8,8,10,5,1,3,NA,7,NA,NA,8,7,3,1,2,3,3,2,2,6,6,2,1,1,1,2,75,1943,4,3,13,0,0,0,1,60,NA,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17334,GB,0,2,NA,5,8,8,4,2,1,1,2,5,3,8,5,4,1,6,1,7,9,3,6,NA,5,4,NA,2,3,2,4,5,5,9,4,4,4,2,3,1,3,1,6,4,2,1,1,1,2,75,1943,5,2,10,0,0,0,1,30,NA,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17356,GB,0,5,60,2,6,7,3,1,3,1,3,0,0,1,0,0,0,0,1,1,5,3,1,1,1,1,6,NA,NA,3,5,5,5,5,7,4,2,1,1,3,2,1,2,6,2,1,1,4,2,41,1977,6,3,11,0,0,0,1,NA,NA,3,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17386,GB,60,1,NA,5,5,8,2,1,3,2,3,0,5,5,0,0,0,2,2,3,5,0,0,1,7,1,0,3,3,3,5,0,3,5,3,3,3,1,2,1,3,1,5,7,1,1,1,2,1,50,1968,3,3,10,1,0,0,1,40,8,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17428,GB,0,5,360,4,3,7,4,NA,1,NA,1,8,8,6,9,9,5,5,2,6,8,7,8,9,8,6,5,3,2,2,8,6,9,8,7,1,3,2,3,2,3,1,7,3,2,2,2,7,2,35,1983,1,3,11,1,0,0,1,10,NA,2,1.5281594604312894,2.468331534
ESS9e01_1,9,1.1,17436,GB,0,5,300,5,6,6,4,2,2,2,1,1,4,3,1,1,1,0,1,NA,6,5,4,4,5,5,5,2,2,2,5,7,6,7,4,3,3,1,2,3,2,2,2,6,2,1,1,1,2,52,1966,6,3,11,0,0,1,1,15,2,3,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17489,GB,120,1,NA,5,5,4,2,2,1,2,1,3,5,2,6,5,1,6,1,6,8,8,5,5,4,4,0,2,2,3,6,7,6,8,6,3,2,2,3,3,2,1,8,3,2,1,1,2,1,77,1941,1,3,17,0,0,0,1,37,NA,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17499,GB,60,5,420,2,5,7,2,1,2,1,1,3,5,5,1,2,2,2,3,2,6,3,3,6,2,0,3,1,1,1,9,7,7,7,6,4,2,1,3,1,3,2,0,3,2,1,1,3,2,17,2001,6,3,12,0,0,0,1,12,NA,3,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,17502,GB,90,5,120,8,2,9,2,2,1,2,2,5,8,9,5,5,5,6,1,10,10,8,6,7,6,8,6,2,3,3,7,8,6,10,4,6,3,2,1,1,3,1,10,2,2,1,1,1,2,89,1929,5,4,16,0,0,0,1,45,2,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17531,GB,300,5,180,5,5,3,3,3,1,2,1,5,6,5,5,5,5,5,3,5,9,5,5,5,2,4,5,1,1,1,5,6,6,8,6,2,1,2,3,2,3,2,0,7,2,1,1,3,2,19,1999,6,1,12,1,0,0,1,16,4,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17571,GB,50,4,90,6,7,7,3,2,3,2,3,4,7,8,4,3,3,4,2,5,8,5,3,3,7,7,6,2,2,2,6,8,7,8,4,2,2,1,3,2,3,2,3,7,2,1,1,4,2,41,1978,1,2,17,1,0,0,1,50,9,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17579,GB,0,4,20,5,5,3,1,2,2,2,5,5,5,NA,1,0,0,NA,2,NA,9,5,NA,NA,3,3,NA,2,2,2,5,5,5,8,4,3,1,2,2,1,3,2,0,7,1,1,1,2,2,44,1974,6,4,16,0,0,0,1,20,4,4,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17587,GB,60,5,120,6,3,4,2,3,2,2,2,3,6,8,4,4,4,5,1,5,7,6,5,7,6,8,2,2,2,3,6,7,5,7,3,4,3,2,1,1,3,1,5,5,2,1,1,4,1,33,1985,6,3,13,1,0,0,1,37,5,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17601,GB,60,5,60,7,7,7,2,1,2,1,2,4,8,9,3,3,7,8,1,4,7,4,4,7,4,7,6,1,2,2,7,7,7,7,6,4,3,2,2,1,3,2,3,7,1,1,1,1,2,62,1956,4,2,16,1,0,0,1,5,2,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17661,GB,120,5,600,8,8,8,1,4,5,4,4,7,9,7,6,7,7,7,1,2,8,5,2,6,3,7,9,1,1,1,8,10,8,8,6,4,3,2,2,1,3,2,0,7,2,1,1,1,2,30,1988,6,3,16,1,0,0,1,39,9,1,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,17674,GB,120,5,300,5,9,8,1,2,1,2,1,5,5,7,4,5,6,7,1,5,9,5,2,5,3,6,7,NA,2,2,7,6,7,9,6,5,4,2,NA,1,3,2,2,7,2,1,1,1,2,83,1935,5,3,15,0,0,0,1,35,NA,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17678,GB,120,5,360,9,8,9,2,3,3,2,3,6,7,7,3,3,0,6,1,7,10,5,5,7,5,3,3,2,2,2,7,4,5,10,4,3,2,2,2,2,3,2,0,7,2,1,1,1,1,87,1931,5,3,12,0,0,0,2,70,1,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17683,GB,40,5,360,6,7,5,3,2,3,3,4,4,5,6,3,5,3,6,3,5,7,4,3,4,3,2,5,2,2,2,8,6,5,8,6,5,3,2,2,2,3,2,0,7,2,1,1,4,1,20,1999,6,2,11,1,0,0,1,40,9,1,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,17692,GB,60,5,30,2,7,7,1,3,2,3,3,7,8,7,6,5,4,5,1,7,9,7,7,9,7,9,1,2,2,2,7,8,7,9,6,3,3,2,1,2,3,2,0,7,2,1,2,2,1,68,1950,1,4,23,0,0,0,1,60,9,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17700,GB,5,4,60,8,8,9,3,2,2,2,1,10,10,10,7,6,8,8,1,5,10,7,6,8,3,9,7,1,1,1,8,10,9,10,3,3,2,1,2,1,3,2,5,6,2,1,1,3,2,45,1973,6,3,21,1,0,0,1,30,3,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17735,GB,10,5,240,6,6,6,3,2,2,1,2,3,4,7,1,3,3,2,1,5,7,5,5,5,4,3,5,1,1,2,7,7,7,7,6,2,4,2,1,1,3,2,0,7,2,1,1,3,1,29,1989,6,3,16,1,0,0,1,45,5,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17751,GB,60,4,240,3,5,4,2,2,2,2,2,3,6,10,2,3,5,5,1,5,4,3,1,6,6,7,5,2,2,2,7,7,7,8,7,4,3,1,2,2,3,1,8,4,2,1,1,4,2,41,1977,1,3,16,1,0,0,1,30,8,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17754,GB,60,4,60,1,4,5,1,1,4,2,2,0,4,8,0,1,10,10,1,0,0,0,0,0,0,0,8,1,1,1,10,10,10,8,3,4,2,1,4,2,1,1,8,5,1,1,1,2,2,54,1964,1,5,12,1,0,0,1,15,8,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17771,GB,90,4,880,4,5,7,2,3,2,4,3,8,8,9,7,6,6,8,3,6,8,6,7,8,8,9,5,2,1,2,8,6,7,8,6,5,4,2,2,1,3,2,5,6,2,1,1,4,2,16,2002,6,3,12,1,0,0,1,15,7,1,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,17814,GB,845,1,NA,5,3,6,4,3,1,NA,2,2,6,9,NA,5,9,4,1,6,7,9,9,5,6,6,0,2,2,2,6,6,6,7,2,1,1,2,2,3,3,1,0,6,NA,1,2,2,2,60,1958,1,1,12,0,0,0,NA,NA,1,4,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,17861,GB,30,5,6,8,8,8,2,4,4,4,3,8,7,8,7,7,7,7,1,6,8,8,7,8,7,7,1,2,2,2,7,5,5,8,3,1,2,2,2,1,3,2,0,7,2,1,1,2,1,55,1963,1,3,13,1,0,0,1,42,NA,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17914,GB,30,5,75,5,4,6,2,3,2,2,2,5,8,9,6,5,5,5,1,8,8,5,5,6,4,5,9,2,2,2,7,5,5,7,5,1,2,1,3,2,3,1,5,5,1,1,1,3,2,55,1963,5,5,24,1,0,0,1,37,6,2,1.528159460431289,2.468331534
ESS9e01_1,9,1.1,17915,GB,225,5,154,6,5,7,2,3,1,2,2,0,0,4,0,2,0,0,1,8,3,0,0,4,3,3,NA,3,4,4,0,0,0,3,7,4,4,2,3,2,3,2,0,7,1,1,1,1,2,58,1960,1,2,13,1,0,0,1,23,1,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,17932,GB,180,5,180,2,8,7,2,2,4,2,2,1,5,7,1,1,0,3,1,2,9,4,1,4,6,2,0,2,3,3,5,4,6,9,5,2,3,2,2,3,2,2,0,7,2,1,1,2,2,66,1952,1,3,15,0,0,0,1,28,NA,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17968,GB,30,5,120,3,5,7,3,1,1,2,1,4,0,9,5,3,5,6,1,7,3,2,2,3,6,2,5,2,2,2,2,2,2,4,7,6,3,2,2,3,3,1,7,6,2,1,1,4,2,32,1986,1,3,16,1,0,0,1,28,8,3,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,17975,GB,60,5,120,5,3,4,2,3,2,3,4,6,7,7,6,6,7,8,1,4,9,5,5,8,7,9,8,1,1,1,8,8,8,9,4,1,3,1,2,1,3,1,5,6,2,1,1,4,2,36,1982,1,4,19,1,0,0,1,28,NA,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18026,GB,60,5,150,7,7,4,2,2,2,2,1,3,7,8,1,1,1,6,1,3,9,5,3,3,NA,9,4,2,2,2,5,5,4,9,4,5,3,1,1,2,3,2,0,6,2,1,1,2,1,36,1982,1,3,21,1,0,0,1,40,9,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18041,GB,0,5,120,5,5,4,3,2,1,2,1,NA,4,5,NA,NA,NA,NA,1,1,4,5,NA,NA,7,7,NA,2,2,2,5,5,5,4,6,4,3,1,2,1,3,2,0,7,2,1,1,2,2,24,1994,6,3,10,1,0,0,1,16,2,3,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18060,GB,60,5,120,7,6,6,2,3,3,3,2,7,9,10,6,6,7,7,1,3,8,5,4,7,7,5,7,1,1,1,9,10,10,8,5,6,3,1,2,2,2,1,9,2,2,1,1,5,1,47,1971,1,2,16,1,0,0,1,45,NA,1,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,18066,GB,300,1,NA,5,5,7,3,2,1,4,2,0,2,7,5,5,0,NA,1,2,5,5,5,5,5,5,5,3,2,3,0,3,0,4,6,1,2,2,2,3,1,1,5,7,2,1,1,1,1,47,1971,4,3,10,0,0,0,1,37,2,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18096,GB,45,1,NA,8,9,7,2,3,2,2,2,7,7,7,7,6,5,5,1,10,10,8,8,10,7,8,5,2,2,2,8,8,8,10,3,2,3,2,1,1,3,1,6,4,2,1,1,2,2,77,1941,1,4,10,0,0,0,1,20,6,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18127,GB,10,1,NA,4,8,5,4,1,1,2,2,0,0,0,1,3,NA,1,2,5,10,5,0,1,4,10,4,2,3,3,5,3,1,10,6,4,2,2,2,1,3,1,6,4,2,1,1,1,1,76,1942,4,1,10,0,0,0,1,60,1,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18130,GB,120,5,180,6,0,10,3,2,1,2,1,5,8,9,0,5,3,5,1,5,0,3,5,6,8,10,6,2,2,2,5,4,5,5,4,4,2,2,3,4,2,1,4,7,2,1,1,1,1,80,1938,5,3,19,0,0,0,1,40,4,1,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18141,GB,120,4,180,7,7,6,3,3,3,3,2,8,6,3,4,4,4,5,2,NA,8,9,8,8,6,7,6,2,2,2,8,7,7,7,3,4,2,1,3,2,3,1,3,5,2,2,2,3,1,54,1964,1,1,18,1,0,0,2,30,10,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18145,GB,5,5,5,0,0,10,4,1,1,1,1,5,5,10,0,0,4,5,2,5,10,5,5,5,5,8,5,3,2,2,5,5,3,10,2,0,1,2,3,3,3,1,0,7,2,1,1,2,2,60,1959,1,3,11,1,0,0,1,43,6,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18184,GB,120,1,NA,5,7,4,2,3,1,3,4,7,4,3,5,4,4,4,1,7,7,5,5,6,7,4,5,2,2,2,6,6,7,6,5,1,1,2,2,3,2,1,8,4,2,1,1,1,2,86,1932,5,4,15,0,0,0,1,38,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18188,GB,30,5,180,5,5,3,2,1,2,3,2,2,5,7,0,0,2,2,1,1,5,1,1,2,6,2,5,4,4,4,0,0,0,3,7,2,3,2,2,2,3,1,6,4,2,1,1,3,2,32,1986,1,2,14,1,0,0,1,28,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18206,GB,0,5,240,4,5,5,3,3,2,2,2,4,5,7,5,5,5,5,1,5,8,4,4,4,7,7,5,1,1,1,7,8,8,8,2,2,2,2,2,2,3,2,2,5,2,1,1,3,2,35,1983,4,3,15,1,0,0,1,5,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18241,GB,180,5,300,5,5,8,3,1,2,2,3,5,7,8,6,6,5,8,1,6,8,7,7,6,6,8,5,3,4,2,0,1,0,10,7,2,3,2,1,2,3,2,2,7,2,1,1,2,1,21,1998,6,3,11,1,0,0,1,45,2,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18279,GB,30,5,480,8,7,7,2,2,3,4,2,3,5,7,3,3,3,2,3,5,8,3,4,7,8,3,8,2,2,2,7,8,8,8,6,1,4,2,1,1,3,2,0,7,2,2,2,3,1,56,1962,1,4,24,1,0,0,1,45,9,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18289,GB,30,5,180,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,3,0,0,NA,NA,NA,NA,8,10,1,1,2,NA,10,NA,0,5,0,1,1,3,4,1,2,0,7,1,2,2,1,1,27,1991,6,1,12,1,0,0,1,45,1,4,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18299,GB,180,5,240,7,8,10,2,4,3,4,3,7,10,9,6,5,7,10,2,5,8,9,3,8,7,6,5,2,1,2,10,9,10,8,5,2,2,2,1,3,3,1,3,7,2,1,2,2,1,19,1999,6,3,14,0,0,0,NA,NA,NA,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18391,GB,60,5,150,9,9,8,2,2,1,3,1,7,8,8,5,5,5,7,1,5,7,6,4,7,6,4,4,3,3,3,2,5,3,7,5,4,1,2,2,4,2,2,0,7,2,1,1,5,1,34,1984,1,5,12,1,0,0,2,40,5,3,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18435,GB,915,2,NA,1,3,5,3,4,2,3,1,2,8,10,1,1,5,9,2,7,9,9,4,9,5,10,5,3,2,2,8,10,8,9,5,5,4,2,3,3,3,1,3,4,2,1,2,4,2,77,1941,5,2,17,0,0,0,1,3,NA,1,2.0375459472417186,2.468331534
ESS9e01_1,9,1.1,18436,GB,120,5,210,7,6,5,1,1,2,2,4,1,2,2,1,1,4,5,1,4,6,2,0,1,3,3,6,1,1,1,7,7,7,6,3,4,2,1,2,3,3,2,1,7,1,1,1,2,2,36,1983,6,2,17,1,0,0,2,25,9,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18454,GB,30,1,NA,1,3,10,4,1,1,2,1,0,5,0,0,0,0,0,2,5,8,2,0,1,2,8,3,3,3,4,1,4,1,10,7,6,1,2,2,2,3,1,5,7,2,1,1,1,2,74,1944,5,4,10,0,0,0,2,84,NA,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18481,GB,0,4,120,10,7,6,4,2,1,3,1,2,8,7,2,2,3,5,1,4,2,1,0,6,9,7,5,4,4,4,3,4,4,3,4,4,2,2,1,4,2,1,4,7,2,1,1,2,1,63,1955,1,3,11,0,0,0,1,55,1,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18493,GB,30,5,240,5,7,4,2,3,2,3,3,6,7,9,4,4,5,2,3,5,6,5,6,6,4,7,5,2,2,2,6,4,7,6,4,1,2,2,2,2,3,2,4,5,2,1,2,3,1,32,1986,6,3,18,0,0,0,2,30,5,2,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18504,GB,0,2,NA,7,7,9,4,4,1,3,3,5,5,9,5,5,3,5,3,5,10,8,8,5,8,3,7,1,1,1,7,7,7,10,5,4,3,2,1,1,3,1,4,6,2,2,2,3,2,31,1987,6,3,14,0,0,0,1,40,5,1,1.0187729736208593,2.468331534
ESS9e01_1,9,1.1,18506,GB,120,2,NA,7,7,8,2,3,3,3,2,7,8,7,6,7,7,8,1,8,6,6,7,8,8,8,6,2,2,2,7,7,8,8,6,2,3,2,2,2,2,1,8,3,2,1,1,1,2,76,1942,5,4,15,0,0,0,1,30,3,2,0.5093864868104296,2.468331534
ESS9e01_1,9,1.1,18540,GB,120,1,NA,10,10,10,2,1,1,3,2,10,9,10,7,10,1,0,1,NA,9,10,9,10,NA,10,NA,3,3,3,0,NA,3,10,6,2,2,2,2,5,1,1,9,NA,2,1,2,2,1,68,1950,1,3,5,0,0,0,1,20,2,2,1.0187729736208593,2.468331534
